order_id,customer_id,product_sku,quantity,unit_price,revenue_usd,currency,status,region,created_at
ORD-100249,CUST-00258,SKU-0016,3,422.14,1266.42,USD,pending,EMEA,2026-02-24T16:54:00Z
ORD-100250,CUST-00269,SKU-0016,6,247.75,1486.50,EUR,pending,,2026-03-05T17:30:00Z
ORD-100251,CUST-00067,SKU-0001,5,400.56,2002.80,GBP,pending,EMEA,2026-03-11T06:28:00Z
ORD-100252,CUST-00135,SKU-0013,9,227.48,2047.32,USD,paid,,2026-02-20T03:40:00Z
ORD-100253,CUST-00136,SKU-0029,7,123.38,863.66,USD,refunded,,2026-03-30T22:02:00Z
ORD-100254,CUST-00396,SKU-0010,7,94.03,658.21,USD,refunded,AMER,2026-02-20T13:09:00Z
ORD-100255,CUST-00413,SKU-0014,7,367.44,2572.08,USD,paid,,2026-03-19T06:27:00Z
ORD-100256,CUST-00420,SKU-0032,2,460.60,921.20,USD,paid,LATAM,2026-02-25T13:53:00Z
ORD-100257,CUST-00159,SKU-0023,6,323.93,1943.58,USD,paid,,2026-01-27T08:22:00Z
ORD-100258,CUST-00009,SKU-0033,5,440.70,2203.50,USD,refunded,EMEA,2026-01-11T10:28:00Z
ORD-100259,CUST-00212,SKU-0013,11,424.93,4674.23,USD,paid,AMER,2026-01-06T08:23:00Z
ORD-100260,CUST-00214,SKU-0016,9,309.66,2786.94,USD,paid,EMEA,2026-01-28T23:44:00Z
ORD-100261,CUST-00124,SKU-0007,9,236.69,2130.21,USD,paid,,2026-04-27T01:37:00Z
ORD-100262,CUST-00415,SKU-0010,4,400.74,1602.96,USD,paid,APAC,2026-02-14T15:58:00Z
ORD-100263,CUST-00115,SKU-0032,12,436.02,5232.24,USD,paid,AMER,2026-04-02T18:22:00Z
ORD-100264,CUST-00229,SKU-0035,4,496.21,1984.84,USD,pending,AMER,2026-03-08T01:24:00Z
ORD-100265,CUST-00369,SKU-0015,8,328.16,2625.28,USD,pending,EMEA,2026-03-25T08:25:00Z
ORD-100266,CUST-00427,SKU-0013,6,89.29,535.74,USD,paid,AMER,2026-01-24T17:14:00Z
ORD-100267,CUST-00194,SKU-0018,6,58.42,350.52,USD,pending,APAC,2026-02-13T20:23:00Z
ORD-100268,CUST-00340,SKU-0031,8,63.94,511.52,USD,paid,APAC,2026-01-05T14:15:00Z
ORD-100269,CUST-00213,SKU-0001,11,185.99,2045.89,USD,paid,AMER,2026-01-24T23:54:00Z
ORD-100270,CUST-00283,SKU-0014,11,25.50,280.50,USD,paid,EMEA,2026-02-02T12:26:00Z
ORD-100271,CUST-00110,SKU-0011,3,210.82,632.46,USD,paid,AMER,2026-02-19T22:50:00Z
ORD-100272,CUST-00014,SKU-0007,9,155.11,1395.99,USD,paid,,2026-01-19T10:09:00Z
ORD-100273,CUST-00057,SKU-0018,7,16.95,118.65,USD,cancelled,APAC,2026-04-20T06:21:00Z
ORD-100274,CUST-00006,SKU-0017,4,346.93,1387.72,USD,refunded,AMER,2026-01-12T12:30:00Z
ORD-100275,CUST-00148,SKU-0014,4,439.22,1756.88,USD,paid,EMEA,2026-01-03T13:54:00Z
ORD-100276,CUST-00426,SKU-0003,8,214.73,1717.84,USD,paid,,2026-01-28T05:23:00Z
ORD-100277,CUST-00049,SKU-0032,4,170.00,680.00,USD,paid,AMER,2026-02-03T13:16:00Z
ORD-100278,CUST-00124,SKU-0015,10,461.43,4614.30,USD,paid,AMER,2026-04-28T07:38:00Z
ORD-100279,CUST-00399,SKU-0027,9,419.50,3775.50,USD,pending,,2026-04-09T20:25:00Z
ORD-100280,CUST-00070,SKU-0010,3,43.56,130.68,USD,pending,APAC,2026-04-01T10:26:00Z
ORD-100281,CUST-00327,SKU-0004,12,286.78,3441.36,USD,pending,AMER,2026-01-12T16:05:00Z
ORD-100282,CUST-00382,SKU-0020,7,22.49,157.43,USD,paid,,2026-02-15T21:37:00Z
ORD-100283,CUST-00130,SKU-0023,8,224.58,1796.64,USD,refunded,AMER,2026-04-19T09:20:00Z
ORD-100284,CUST-00072,SKU-0014,5,201.84,1009.20,USD,paid,LATAM,2026-04-09T20:55:00Z
ORD-100285,CUST-00098,SKU-0017,3,303.32,909.96,USD,paid,AMER,2026-02-25T02:23:00Z
ORD-100286,CUST-00048,SKU-0038,4,221.70,886.80,USD,pending,EMEA,2026-02-13T10:35:00Z
ORD-100287,CUST-00272,SKU-0031,10,348.47,3484.70,USD,paid,AMER,2026-04-06T09:26:00Z
ORD-100288,CUST-00181,SKU-0039,5,491.50,2457.50,USD,paid,,2026-03-06T07:42:00Z
ORD-100289,CUST-00380,SKU-0019,5,108.37,541.85,USD,paid,AMER,2026-01-17T10:16:00Z
ORD-100290,CUST-00437,SKU-0037,6,299.91,1799.46,USD,refunded,,2026-03-13T03:12:00Z
ORD-100291,CUST-00085,SKU-0036,6,127.30,763.80,USD,paid,EMEA,2026-03-09T16:06:00Z
ORD-100292,CUST-00361,SKU-0012,9,430.43,3873.87,USD,cancelled,EMEA,2026-02-11T19:07:00Z
ORD-100293,CUST-00160,SKU-0015,6,373.52,2241.12,USD,refunded,,2026-02-18T00:38:00Z
ORD-100294,CUST-00153,SKU-0029,9,333.58,3002.22,USD,paid,AMER,2026-04-03T10:41:00Z
ORD-100295,CUST-00280,SKU-0010,1,343.93,343.93,USD,pending,,2026-01-05T14:22:00Z
ORD-100296,CUST-00080,SKU-0003,1,89.74,89.74,USD,refunded,AMER,2026-04-29T10:24:00Z
ORD-100297,CUST-00429,SKU-0005,8,128.18,1025.44,USD,paid,APAC,2026-03-25T21:58:00Z
ORD-100298,CUST-00309,SKU-0036,2,96.53,193.06,USD,paid,APAC,2026-02-07T04:00:00Z
ORD-100299,CUST-00035,SKU-0004,12,483.67,5804.04,USD,paid,,2026-01-16T11:51:00Z
ORD-100300,CUST-00130,SKU-0015,12,100.81,1209.72,USD,paid,AMER,2026-03-13T14:22:00Z
ORD-100301,CUST-00232,SKU-0025,3,216.82,650.46,USD,paid,EMEA,2026-04-17T23:02:00Z
ORD-100302,CUST-00111,SKU-0021,4,396.47,1585.88,USD,paid,EMEA,2026-01-22T19:42:00Z
ORD-100303,CUST-00135,SKU-0027,1,178.07,178.07,USD,paid,AMER,2026-02-15T21:56:00Z
ORD-100304,CUST-00422,SKU-0027,2,438.93,877.86,USD,pending,AMER,2026-03-11T19:39:00Z
ORD-100305,CUST-00196,SKU-0018,8,472.77,3782.16,USD,paid,,2026-03-01T02:49:00Z
ORD-100306,CUST-00109,SKU-0003,10,392.08,3920.80,USD,paid,,2026-04-11T14:23:00Z
ORD-100307,CUST-00290,SKU-0018,8,94.80,758.40,USD,refunded,APAC,2026-03-14T03:04:00Z
ORD-100308,CUST-00324,SKU-0020,10,365.29,3652.90,USD,cancelled,,2026-01-08T05:19:00Z
ORD-100309,CUST-00062,SKU-0038,1,470.69,470.69,USD,pending,,2026-04-28T03:21:00Z
ORD-100310,CUST-00385,SKU-0007,7,307.78,2154.46,USD,paid,,2026-01-22T21:38:00Z
ORD-100311,CUST-00282,SKU-0004,6,371.55,2229.30,USD,paid,AMER,2026-02-21T05:09:00Z
ORD-100312,CUST-00174,SKU-0037,2,162.62,325.24,USD,paid,EMEA,2026-04-08T20:14:00Z
ORD-100313,CUST-00092,SKU-0009,6,362.91,2177.46,USD,cancelled,,2026-01-14T21:02:00Z
ORD-100314,CUST-00399,SKU-0017,11,197.63,2173.93,USD,refunded,,2026-04-14T13:44:00Z
ORD-100315,CUST-00004,SKU-0004,11,390.87,4299.57,USD,refunded,APAC,2026-02-15T08:43:00Z
ORD-100316,CUST-00296,SKU-0016,5,274.38,1371.90,USD,paid,AMER,2026-02-14T06:47:00Z
ORD-100317,CUST-00377,SKU-0024,1,478.03,478.03,USD,refunded,EMEA,2026-02-05T02:01:00Z
ORD-100318,CUST-00009,SKU-0027,9,261.18,2350.62,USD,pending,EMEA,2026-04-21T16:06:00Z
ORD-100319,CUST-00004,SKU-0016,10,388.06,3880.60,EUR,paid,,2026-01-23T12:36:00Z
ORD-100320,CUST-00289,SKU-0026,1,246.55,246.55,USD,paid,,2026-01-07T03:46:00Z
ORD-100321,CUST-00124,SKU-0007,1,424.01,424.01,USD,refunded,,2026-03-19T00:04:00Z
ORD-100322,CUST-00156,SKU-0011,11,34.63,380.93,USD,paid,EMEA,2026-04-12T22:30:00Z
ORD-100323,CUST-00068,SKU-0020,8,154.45,1235.60,USD,refunded,,2026-02-23T21:46:00Z
ORD-100324,CUST-00117,SKU-0029,11,302.42,3326.62,USD,paid,,2026-04-08T11:50:00Z
ORD-100325,CUST-00426,SKU-0002,4,243.60,974.40,USD,paid,,2026-04-13T12:52:00Z
ORD-100326,CUST-00154,SKU-0005,2,493.55,987.10,USD,pending,,2026-01-23T07:13:00Z
ORD-100327,CUST-00290,SKU-0010,4,143.31,573.24,USD,paid,,2026-01-06T02:07:00Z
ORD-100328,CUST-00378,SKU-0012,1,344.25,344.25,USD,paid,,2026-01-28T13:00:00Z
ORD-100329,CUST-00112,SKU-0027,6,15.62,93.72,USD,paid,,2026-03-22T10:31:00Z
ORD-100330,CUST-00356,SKU-0015,7,185.92,1301.44,USD,paid,,2026-03-13T04:29:00Z
ORD-100331,CUST-00068,SKU-0013,12,81.01,972.12,USD,refunded,EMEA,2026-01-18T18:22:00Z
ORD-100332,CUST-00022,SKU-0006,1,141.51,141.51,USD,paid,AMER,2026-03-15T13:09:00Z
ORD-100333,CUST-00323,SKU-0002,1,57.76,57.76,USD,pending,,2026-01-19T23:49:00Z
ORD-100334,CUST-00326,SKU-0025,3,454.10,1362.30,USD,paid,,2026-04-06T08:48:00Z
ORD-100335,CUST-00399,SKU-0038,3,125.34,376.02,USD,refunded,EMEA,2026-02-19T07:51:00Z
ORD-100336,CUST-00108,SKU-0016,4,206.14,824.56,USD,paid,EMEA,2026-04-04T20:40:00Z
ORD-100337,CUST-00230,SKU-0025,2,183.27,366.54,USD,pending,AMER,2026-02-22T01:57:00Z
ORD-100338,CUST-00273,SKU-0029,9,349.39,3144.51,USD,paid,AMER,2026-02-24T16:56:00Z
ORD-100339,CUST-00151,SKU-0020,10,393.98,3939.80,USD,pending,,2026-04-24T04:39:00Z
ORD-100340,CUST-00423,SKU-0023,11,314.03,3454.33,USD,paid,,2026-03-01T02:35:00Z
ORD-100341,CUST-00173,SKU-0019,9,137.17,1234.53,USD,paid,,2026-02-03T12:30:00Z
ORD-100342,CUST-00335,SKU-0024,8,462.03,3696.24,USD,refunded,,2026-04-25T03:27:00Z
ORD-100343,CUST-00150,SKU-0031,10,452.83,4528.30,USD,paid,,2026-04-14T13:19:00Z
ORD-100344,CUST-00294,SKU-0015,2,98.26,196.52,USD,cancelled,APAC,2026-04-28T22:03:00Z
ORD-100345,CUST-00079,SKU-0022,11,348.89,3837.79,USD,refunded,AMER,2026-04-24T12:33:00Z
ORD-100346,CUST-00412,SKU-0033,2,295.14,590.28,USD,paid,AMER,2026-01-20T20:09:00Z
ORD-100347,CUST-00152,SKU-0030,6,363.74,2182.44,USD,paid,APAC,2026-02-09T03:21:00Z
ORD-100348,CUST-00127,SKU-0021,9,296.97,2672.73,EUR,refunded,AMER,2026-03-29T20:55:00Z
ORD-100349,CUST-00134,SKU-0020,7,461.52,3230.64,USD,paid,APAC,2026-04-13T12:00:00Z
ORD-100350,CUST-00067,SKU-0036,11,402.57,4428.27,USD,paid,AMER,2026-03-18T20:20:00Z
ORD-100351,CUST-00003,SKU-0033,3,340.61,1021.83,USD,cancelled,EMEA,2026-02-20T07:31:00Z
ORD-100352,CUST-00222,SKU-0022,9,143.43,1290.87,USD,paid,APAC,2026-03-03T02:00:00Z
ORD-100353,CUST-00299,SKU-0029,12,179.17,2150.04,USD,paid,,2026-03-19T00:19:00Z
ORD-100354,CUST-00427,SKU-0039,4,265.49,1061.96,USD,paid,AMER,2026-04-14T14:28:00Z
ORD-100355,CUST-00036,SKU-0015,1,390.15,390.15,USD,paid,,2026-01-07T01:42:00Z
ORD-100356,CUST-00329,SKU-0018,3,241.01,723.03,EUR,paid,,2026-01-29T11:00:00Z
ORD-100357,CUST-00262,SKU-0005,10,337.88,3378.80,USD,paid,APAC,2026-02-10T10:07:00Z
ORD-100358,CUST-00142,SKU-0038,4,470.58,1882.32,USD,paid,,2026-04-12T10:33:00Z
ORD-100359,CUST-00439,SKU-0030,10,292.12,2921.20,USD,paid,AMER,2026-01-16T12:14:00Z
ORD-100360,CUST-00197,SKU-0036,7,183.81,1286.67,USD,cancelled,,2026-02-25T02:45:00Z
ORD-100361,CUST-00351,SKU-0007,1,195.58,195.58,USD,paid,,2026-01-23T13:58:00Z
ORD-100362,CUST-00106,SKU-0029,12,296.89,3562.68,USD,paid,AMER,2026-02-19T01:55:00Z
ORD-100363,CUST-00037,SKU-0015,11,327.22,3599.42,USD,paid,AMER,2026-04-05T14:43:00Z
ORD-100364,CUST-00341,SKU-0038,10,315.67,3156.70,USD,refunded,,2026-02-25T19:30:00Z
ORD-100365,CUST-00352,SKU-0017,2,406.51,813.02,USD,pending,LATAM,2026-03-18T01:00:00Z
ORD-100366,CUST-00242,SKU-0002,4,135.60,542.40,USD,paid,,2026-01-04T10:12:00Z
ORD-100367,CUST-00285,SKU-0011,7,363.59,2545.13,USD,paid,,2026-02-12T13:12:00Z
ORD-100368,CUST-00424,SKU-0029,6,108.61,651.66,USD,paid,EMEA,2026-01-19T22:40:00Z
ORD-100369,CUST-00402,SKU-0005,3,392.67,1178.01,USD,paid,,2026-03-30T11:04:00Z
ORD-100370,CUST-00400,SKU-0031,11,473.25,5205.75,USD,paid,AMER,2026-03-26T08:43:00Z
ORD-100371,CUST-00009,SKU-0025,7,72.38,506.66,USD,refunded,AMER,2026-01-26T14:39:00Z
ORD-100372,CUST-00332,SKU-0035,3,28.88,86.64,USD,pending,AMER,2026-03-13T10:34:00Z
ORD-100373,CUST-00119,SKU-0015,9,53.60,482.40,USD,paid,EMEA,2026-01-21T21:15:00Z
ORD-100374,CUST-00216,SKU-0034,4,164.99,659.96,USD,refunded,,2026-01-31T07:44:00Z
ORD-100375,CUST-00023,SKU-0010,4,400.89,1603.56,USD,paid,,2026-03-29T21:15:00Z
ORD-100376,CUST-00212,SKU-0025,1,21.89,21.89,USD,pending,EMEA,2026-01-27T21:10:00Z
ORD-100377,CUST-00348,SKU-0028,8,217.30,1738.40,USD,paid,,2026-01-17T05:25:00Z
ORD-100378,CUST-00007,SKU-0023,8,396.45,3171.60,USD,paid,,2026-01-08T06:52:00Z
ORD-100379,CUST-00321,SKU-0014,12,243.98,2927.76,USD,paid,,2026-03-25T10:29:00Z
ORD-100380,CUST-00059,SKU-0022,7,292.90,2050.30,USD,pending,,2026-04-27T13:32:00Z
ORD-100381,CUST-00270,SKU-0040,1,391.98,391.98,USD,paid,,2026-04-26T05:44:00Z
ORD-100382,CUST-00207,SKU-0007,6,379.74,2278.44,USD,paid,AMER,2026-03-29T13:14:00Z
ORD-100383,CUST-00341,SKU-0024,8,495.47,3963.76,USD,refunded,APAC,2026-02-06T00:32:00Z
ORD-100384,CUST-00005,SKU-0019,11,146.48,1611.28,USD,paid,,2026-03-12T18:30:00Z
ORD-100385,CUST-00075,SKU-0030,8,166.26,1330.08,USD,cancelled,,2026-03-27T22:24:00Z
ORD-100386,CUST-00154,SKU-0004,3,218.54,655.62,USD,refunded,,2026-04-03T17:47:00Z
ORD-100387,CUST-00355,SKU-0013,12,412.68,4952.16,USD,paid,EMEA,2026-01-27T07:53:00Z
ORD-100388,CUST-00392,SKU-0006,2,174.43,348.86,USD,paid,,2026-04-29T15:27:00Z
ORD-100389,CUST-00054,SKU-0021,11,47.08,517.88,USD,pending,APAC,2026-02-17T02:29:00Z
ORD-100390,CUST-00291,SKU-0019,9,161.86,1456.74,USD,paid,AMER,2026-01-13T03:43:00Z
ORD-100391,CUST-00280,SKU-0012,9,29.53,265.77,USD,pending,,2026-03-13T00:33:00Z
ORD-100392,CUST-00448,SKU-0013,9,314.76,2832.84,USD,paid,APAC,2026-02-26T16:40:00Z
ORD-100393,CUST-00429,SKU-0020,12,301.77,3621.24,USD,paid,,2026-03-23T17:01:00Z
ORD-100394,CUST-00365,SKU-0014,1,116.26,116.26,USD,paid,AMER,2026-03-31T18:16:00Z
ORD-100395,CUST-00015,SKU-0026,3,124.28,372.84,USD,pending,EMEA,2026-03-15T22:09:00Z
ORD-100396,CUST-00329,SKU-0001,2,469.19,938.38,USD,paid,,2026-03-03T17:22:00Z
ORD-100397,CUST-00266,SKU-0011,1,252.91,252.91,USD,paid,APAC,2026-02-19T02:22:00Z
ORD-100398,CUST-00390,SKU-0027,3,331.91,995.73,USD,paid,AMER,2026-02-21T13:52:00Z
ORD-100399,CUST-00124,SKU-0030,2,144.13,288.26,USD,paid,LATAM,2026-02-12T13:50:00Z
ORD-100400,CUST-00146,SKU-0007,10,81.94,819.40,USD,paid,,2026-02-18T18:52:00Z
ORD-100401,CUST-00301,SKU-0039,1,54.37,54.37,USD,paid,AMER,2026-04-02T00:11:00Z
ORD-100402,CUST-00214,SKU-0031,4,384.92,1539.68,USD,paid,,2026-03-19T23:14:00Z
ORD-100403,CUST-00321,SKU-0024,2,115.94,231.88,USD,paid,,2026-01-30T05:39:00Z
ORD-100404,CUST-00063,SKU-0030,8,52.11,416.88,USD,paid,,2026-01-01T02:33:00Z
ORD-100405,CUST-00098,SKU-0022,8,232.95,1863.60,USD,paid,EMEA,2026-02-10T10:28:00Z
ORD-100406,CUST-00013,SKU-0019,9,467.63,4208.67,USD,paid,,2026-01-16T18:17:00Z
ORD-100407,CUST-00448,SKU-0040,1,321.56,321.56,USD,paid,,2026-01-13T09:20:00Z
ORD-100408,CUST-00402,SKU-0040,2,391.48,782.96,USD,refunded,EMEA,2026-01-18T14:11:00Z
ORD-100409,CUST-00262,SKU-0009,3,165.83,497.49,USD,paid,EMEA,2026-01-06T16:15:00Z
ORD-100410,CUST-00183,SKU-0011,8,475.54,3804.32,GBP,pending,,2026-02-04T02:15:00Z
ORD-100411,CUST-00152,SKU-0005,1,86.23,86.23,USD,paid,LATAM,2026-03-01T19:32:00Z
ORD-100412,CUST-00440,SKU-0010,6,312.34,1874.04,USD,paid,AMER,2026-01-24T15:16:00Z
ORD-100413,CUST-00094,SKU-0010,9,241.99,2177.91,USD,paid,AMER,2026-03-22T13:08:00Z
ORD-100414,CUST-00066,SKU-0035,8,119.83,958.64,USD,paid,,2026-01-02T10:02:00Z
ORD-100415,CUST-00218,SKU-0027,10,225.57,2255.70,USD,refunded,,2026-04-27T05:09:00Z
ORD-100416,CUST-00035,SKU-0004,6,118.92,713.52,USD,paid,AMER,2026-01-10T07:07:00Z
ORD-100417,CUST-00049,SKU-0003,4,488.87,1955.48,USD,paid,AMER,2026-03-07T07:20:00Z
ORD-100418,CUST-00363,SKU-0023,5,334.63,1673.15,USD,pending,AMER,2026-02-23T06:08:00Z
ORD-100419,CUST-00222,SKU-0020,2,469.27,938.54,USD,paid,EMEA,2026-02-25T10:01:00Z
ORD-100420,CUST-00447,SKU-0013,9,95.30,857.70,USD,pending,,2026-01-05T13:44:00Z
ORD-100421,CUST-00362,SKU-0040,9,276.45,2488.05,USD,paid,EMEA,2026-03-05T00:31:00Z
ORD-100422,CUST-00422,SKU-0006,3,24.89,74.67,USD,pending,,2026-02-03T06:56:00Z
ORD-100423,CUST-00039,SKU-0004,10,253.46,2534.60,USD,paid,,2026-01-06T05:39:00Z
ORD-100424,CUST-00406,SKU-0016,5,399.19,1995.95,USD,paid,,2026-04-12T04:26:00Z
ORD-100425,CUST-00055,SKU-0009,11,442.20,4864.20,USD,pending,,2026-03-06T10:52:00Z
ORD-100426,CUST-00389,SKU-0007,8,217.61,1740.88,USD,pending,,2026-04-24T21:24:00Z
ORD-100427,CUST-00151,SKU-0023,4,403.01,1612.04,USD,paid,,2026-01-22T07:17:00Z
ORD-100428,CUST-00422,SKU-0017,12,28.10,337.20,USD,paid,APAC,2026-01-23T01:50:00Z
ORD-100429,CUST-00131,SKU-0012,2,14.81,29.62,USD,paid,APAC,2026-03-01T02:48:00Z
ORD-100430,CUST-00288,SKU-0020,5,226.38,1131.90,USD,paid,AMER,2026-01-18T13:20:00Z
ORD-100431,CUST-00122,SKU-0022,4,149.83,599.32,USD,paid,AMER,2026-01-06T22:19:00Z
ORD-100432,CUST-00424,SKU-0026,3,84.95,254.85,USD,paid,AMER,2026-01-09T19:11:00Z
ORD-100433,CUST-00362,SKU-0029,11,375.09,4125.99,USD,paid,,2026-03-12T12:05:00Z
ORD-100434,CUST-00137,SKU-0033,9,316.76,2850.84,USD,paid,,2026-04-22T22:51:00Z
ORD-100435,CUST-00393,SKU-0004,9,208.70,1878.30,USD,paid,AMER,2026-01-06T17:07:00Z
ORD-100436,CUST-00394,SKU-0002,3,384.35,1153.05,USD,paid,APAC,2026-01-14T14:53:00Z
ORD-100437,CUST-00197,SKU-0003,3,493.95,1481.85,USD,paid,,2026-02-18T02:37:00Z
ORD-100438,CUST-00358,SKU-0027,9,409.99,3689.91,USD,refunded,,2026-04-28T15:12:00Z
ORD-100439,CUST-00331,SKU-0005,7,6.14,42.98,USD,paid,,2026-02-20T18:25:00Z
ORD-100440,CUST-00286,SKU-0036,10,495.77,4957.70,USD,pending,,2026-04-14T00:06:00Z
ORD-100441,CUST-00360,SKU-0009,6,234.27,1405.62,USD,paid,EMEA,2026-03-07T02:33:00Z
ORD-100442,CUST-00253,SKU-0025,12,164.61,1975.32,USD,refunded,AMER,2026-03-22T02:44:00Z
ORD-100443,CUST-00332,SKU-0010,1,332.74,332.74,USD,refunded,AMER,2026-02-18T18:43:00Z
ORD-100444,CUST-00210,SKU-0031,10,9.60,96.00,USD,paid,AMER,2026-03-15T17:13:00Z
ORD-100445,CUST-00075,SKU-0013,6,83.52,501.12,USD,paid,,2026-01-22T13:06:00Z
ORD-100446,CUST-00021,SKU-0010,4,435.11,1740.44,GBP,paid,EMEA,2026-01-04T08:24:00Z
ORD-100447,CUST-00060,SKU-0025,2,288.18,576.36,USD,pending,AMER,2026-02-09T07:50:00Z
ORD-100448,CUST-00338,SKU-0036,6,317.82,1906.92,USD,pending,AMER,2026-03-24T07:52:00Z
ORD-100449,CUST-00171,SKU-0016,5,154.76,773.80,USD,paid,,2026-04-19T14:10:00Z
ORD-100450,CUST-00302,SKU-0007,5,431.13,2155.65,USD,paid,AMER,2026-01-09T16:11:00Z
ORD-100451,CUST-00123,SKU-0031,5,175.67,878.35,USD,paid,APAC,2026-01-21T10:42:00Z
ORD-100452,CUST-00429,SKU-0013,10,68.80,688.00,USD,pending,,2026-04-24T07:35:00Z
ORD-100453,CUST-00325,SKU-0026,5,95.20,476.00,USD,paid,LATAM,2026-01-02T02:40:00Z
ORD-100454,CUST-00430,SKU-0026,3,334.64,1003.92,USD,pending,,2026-01-26T16:48:00Z
ORD-100455,CUST-00304,SKU-0008,8,307.04,2456.32,USD,paid,,2026-03-16T14:45:00Z
ORD-100456,CUST-00231,SKU-0023,3,363.19,1089.57,USD,paid,,2026-02-20T22:20:00Z
ORD-100457,CUST-00244,SKU-0014,8,11.27,90.16,USD,paid,AMER,2026-04-22T21:54:00Z
ORD-100458,CUST-00168,SKU-0002,3,46.24,138.72,USD,pending,,2026-02-18T23:53:00Z
ORD-100459,CUST-00001,SKU-0037,9,31.04,279.36,USD,paid,EMEA,2026-01-30T13:28:00Z
ORD-100460,CUST-00128,SKU-0031,10,201.81,2018.10,USD,paid,,2026-02-10T11:07:00Z
ORD-100461,CUST-00281,SKU-0020,11,112.70,1239.70,USD,paid,,2026-01-21T00:10:00Z
ORD-100462,CUST-00037,SKU-0026,10,468.30,4683.00,USD,paid,,2026-01-05T08:38:00Z
ORD-100463,CUST-00209,SKU-0005,10,172.23,1722.30,USD,paid,,2026-04-11T13:49:00Z
ORD-100464,CUST-00089,SKU-0040,6,390.41,2342.46,USD,paid,,2026-03-20T13:20:00Z
ORD-100465,CUST-00369,SKU-0032,6,380.52,2283.12,USD,paid,,2026-01-18T20:17:00Z
ORD-100466,CUST-00167,SKU-0040,2,378.66,757.32,USD,paid,AMER,2026-01-26T16:13:00Z
ORD-100467,CUST-00266,SKU-0007,9,215.64,1940.76,EUR,pending,AMER,2026-04-23T21:11:00Z
ORD-100468,CUST-00425,SKU-0040,11,262.88,2891.68,USD,refunded,,2026-04-28T15:31:00Z
ORD-100469,CUST-00090,SKU-0012,2,482.30,964.60,USD,paid,EMEA,2026-04-18T18:27:00Z
ORD-100470,CUST-00180,SKU-0035,3,402.59,1207.77,USD,cancelled,,2026-01-13T12:21:00Z
ORD-100471,CUST-00035,SKU-0034,2,268.54,537.08,USD,paid,,2026-04-21T20:17:00Z
ORD-100472,CUST-00071,SKU-0023,11,168.84,1857.24,USD,refunded,,2026-02-16T12:22:00Z
ORD-100473,CUST-00282,SKU-0028,12,452.20,5426.40,USD,paid,APAC,2026-04-25T19:18:00Z
ORD-100474,CUST-00031,SKU-0006,4,377.72,1510.88,USD,refunded,,2026-02-27T18:58:00Z
ORD-100475,CUST-00082,SKU-0009,10,52.92,529.20,USD,pending,AMER,2026-02-22T22:12:00Z
ORD-100476,CUST-00217,SKU-0039,12,262.73,3152.76,USD,paid,AMER,2026-03-01T12:12:00Z
ORD-100477,CUST-00425,SKU-0019,4,162.50,650.00,USD,paid,,2026-02-02T02:55:00Z
ORD-100478,CUST-00430,SKU-0024,4,482.17,1928.68,USD,paid,,2026-02-04T06:34:00Z
ORD-100479,CUST-00323,SKU-0024,6,447.93,2687.58,USD,pending,,2026-03-25T14:54:00Z
ORD-100480,CUST-00298,SKU-0032,9,437.49,3937.41,USD,pending,AMER,2026-02-02T06:09:00Z
ORD-100481,CUST-00444,SKU-0017,3,185.80,557.40,USD,cancelled,AMER,2026-03-14T02:03:00Z
ORD-100482,CUST-00253,SKU-0021,1,228.13,228.13,USD,paid,,2026-04-18T08:39:00Z
ORD-100483,CUST-00347,SKU-0014,12,481.26,5775.12,USD,paid,EMEA,2026-01-09T09:54:00Z
ORD-100484,CUST-00058,SKU-0017,5,306.39,1531.95,USD,paid,,2026-03-08T13:48:00Z
ORD-100485,CUST-00183,SKU-0009,9,284.81,2563.29,USD,paid,AMER,2026-01-19T02:58:00Z
ORD-100486,CUST-00105,SKU-0030,10,417.33,4173.30,USD,paid,AMER,2026-03-25T09:45:00Z
ORD-100487,CUST-00118,SKU-0038,6,188.35,1130.10,USD,paid,,2026-04-18T05:00:00Z
ORD-100488,CUST-00337,SKU-0035,6,478.34,2870.04,USD,paid,AMER,2026-03-05T23:55:00Z
ORD-100489,CUST-00425,SKU-0010,4,101.66,406.64,USD,paid,,2026-04-16T20:39:00Z
ORD-100490,CUST-00154,SKU-0033,1,74.43,74.43,USD,paid,EMEA,2026-04-20T20:55:00Z
ORD-100491,CUST-00029,SKU-0016,7,36.59,256.13,USD,paid,EMEA,2026-03-11T00:03:00Z
ORD-100492,CUST-00081,SKU-0002,9,204.57,1841.13,USD,paid,EMEA,2026-01-30T12:22:00Z
ORD-100493,CUST-00271,SKU-0013,4,272.36,1089.44,USD,paid,,2026-01-12T18:46:00Z
ORD-100494,CUST-00114,SKU-0015,11,35.47,390.17,USD,paid,EMEA,2026-04-17T23:03:00Z
ORD-100495,CUST-00313,SKU-0026,9,372.31,3350.79,USD,refunded,AMER,2026-03-27T17:28:00Z
ORD-100496,CUST-00037,SKU-0032,5,402.84,2014.20,USD,paid,LATAM,2026-02-28T13:47:00Z
ORD-100497,CUST-00063,SKU-0026,9,478.95,4310.55,USD,paid,,2026-03-31T19:57:00Z
ORD-100498,CUST-00392,SKU-0030,8,158.76,1270.08,USD,paid,AMER,2026-03-27T07:32:00Z
